company,n_sites,name_variants,company_source,parent_codes,n_countries,countries,regions,verticals,customer_classes,best_segmentation,has_hq_site,fda_any,first_created,last_updated,n_flag_review
GROSFILLEX,1,,global_hq_rollup,,1,France,EMEA,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
GSI,1,,global_hq_rollup,,1,United States,North America,Other,Customer,,True,False,2023-10-02,2024-11-01,0
GROUPE LIMAGRAIN HOLDING,1,,global_hq_rollup,Limagr,1,France,EMEA,Food & Beverage,Customer,,False,False,2020-10-31,2024-11-01,0
GROUPE PAREDES,1,,global_hq_rollup,,1,France,EMEA,Other,Customer,,True,False,2022-06-14,2024-11-01,0
GRUPO INDUSTRIAL MIRO,1,,global_hq_rollup,,1,Mexico,Latin America,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
"GRUPO IRM, S.A. DE C.V.",1,,global_hq_rollup,,1,Mexico,Latin America,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
GRUPO SEDAS CATALUNA SA d'CV,1,,global_hq_rollup,,1,Mexico,Latin America,Consumer Products,Customer,,True,False,2020-10-31,2025-10-03,0
"GS Operating, LLC dba Gexpro Services",1,,site_name,Gexpro,1,United States,North America,,Customer,,False,False,2020-10-31,2023-07-17,0
GSE,1,,site_name,,1,United States,North America,,Partner,,False,False,2020-10-31,2024-11-22,0
GSE Process Solutions,1,,site_name,,1,Belgium,EMEA,,Partner,,False,False,2020-10-31,2024-11-22,0
GSE Process Systems,1,,site_name,,1,United States,North America,,Partner,,False,False,2020-10-31,2024-11-22,0
GROUPE GMD,1,,global_hq_rollup,,1,France,EMEA,Automotive,Former Customer,C,False,False,2021-01-18,2025-10-03,0
Geddes Ltd,1,,site_name,,1,Zimbabwe,EMEA,Industrial,Customer,,False,False,2020-10-31,2025-10-03,0
"Geerpres, Inc.",1,,global_hq_rollup,,1,United States,North America,Industrial,Former Customer,C,True,False,2020-10-31,2025-12-07,0
Gefran SIEI Asia Pte Ltd,1,,site_name,,1,Singapore,Asia-Pacific,Consumer Products,Customer,,False,False,2020-10-31,2025-10-03,0
Gehl Foods HQ,1,,global_hq_rollup,Gehlfo,1,United States,North America,Food & Beverage,Customer,,False,False,2020-10-31,2025-10-14,0
Gelenkwellenwerk Stagtilm,1,,site_name,,1,Germany,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gelvenor Textiles,1,,site_name,,1,South Africa,EMEA,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Gem Plastics (UK) Ltd,1,,site_name,,1,United Kingdom,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gemalto,1,,site_name,Thales,1,United States,North America,,Prospect,,False,False,2020-10-31,2023-04-29,0
Gemalto (Pty) Ltd,1,,site_name,Thales,1,South Africa,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gabialex,1,,site_name,,1,France,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gemalto Holding N.V.,1,,site_name,Thales,1,Netherlands,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
"Gemalto Mexico, S.A. de C.V.",1,,site_name,Thales,1,Mexico,Latin America,,Customer,,False,False,2020-10-31,2023-07-17,0
Gemalto Pte Ltd,1,,site_name,Thales,1,Singapore,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Gemalto SA-Magasin Indus Gemenos,1,,site_name,Thales,1,France,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gemalto Taiwan Co Ltd,1,,site_name,Thales,1,Taiwan,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Gemalto Technologies,1,,site_name,Thales,1,China,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Gemalto UK Ltd,1,,site_name,Thales,1,United Kingdom,EMEA,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Gemalto s.r.o.,1,,site_name,Thales,1,Czech Republic,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gemini Sound Products Corp.,1,,site_name,,1,United States,North America,,Prospect,,False,False,2020-10-31,2023-04-29,0
Gemalto Digital Security Ltd,1,,site_name,Thales,1,India,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
Gabriel Garcia Agraz Sanchez,1,,site_name,,1,Mexico,Latin America,,Customer,,False,False,2020-10-31,2023-04-29,0
Gabriela Esther Rodriguez,1,,site_name,,1,Mexico,Latin America,,Customer,,False,False,2020-10-31,2023-04-29,0
Gage Products,1,,site_name,,1,United States,North America,,Prospect,,False,False,2020-10-31,2023-04-29,0
Gala Group GmbH,1,,global_hq_rollup,Galagr,1,United States,North America,Industrial,Customer,,False,False,2020-10-31,2025-10-03,0
Gale Banks Engineering,1,,global_hq_rollup,,1,United States,North America,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
Gambit Lubawka Sp. Z.o.o,1,,global_hq_rollup,,1,Poland,EMEA,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
Gamco Corporation,1,,site_name,,1,United States,North America,,Prospect,,False,False,2022-05-20,2023-06-03,0
Ganong,1,,site_name,,1,Canada,North America,,Prospect,,False,False,2020-10-31,2023-04-29,0
Ganz Skoda Kozlekedesi Zrt.,1,,global_hq_rollup,,1,Hungary,EMEA,Automotive,Customer,,True,False,2020-10-31,2025-10-03,0
Gebrueder Weiss,1,,site_name,,1,Austria,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Garmin International,1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GasCare BV,1,,global_hq_rollup,,1,Netherlands,EMEA,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
Gasoductos Y.E. DEL Norte,1,,site_name,,1,Mexico,Latin America,Electronics,Customer,,False,False,2020-10-31,2025-10-03,0
Gastro Primo Limited,1,,site_name,,1,Hong Kong,Asia-Pacific,Food & Beverage,Customer,,False,False,2020-10-31,2025-10-03,0
Gates Service Center,1,,site_name,,1,France,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gazelle Corporation,1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Gazgep,1,,global_hq_rollup,,1,Hungary,EMEA,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
Gebr. Wielputz GmbH & Co. KG,1,,site_name,,1,Germany,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Gebruder Weiss Ges.m.b.H.,1,,site_name,,1,Austria,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Garage Isla Verde,1,,site_name,,1,United States,North America,,Customer,,False,False,2021-04-24,2023-04-29,0
GE Security,1,,site_name,Genera,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GE Supply Asia Pte Ltd,1,,site_name,Genera,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-28,0
GE Support Services,1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GEDIA Gebrüder Dingerkus GmbH,1,,global_hq_rollup,Gediag,1,Mexico,Latin America,Automotive,Customer,,False,False,2021-06-09,2024-11-01,0
GEFCO,1,,global_hq_rollup,,1,France,EMEA,Automotive,Customer,,False,False,2020-10-31,2025-10-03,0
GEHIS FRANCE,1,,site_name,,1,France,EMEA,Consumer Products,Former Customer,C,False,False,2020-11-01,2025-10-03,0
GEMALTO CHILE LIMITADA,1,,site_name,Thales,1,Chile,Latin America,,Customer,,False,False,2020-10-31,2023-04-29,0
GEMS-SCS,1,,site_name,,1,France,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GMP Laboratories of,1,,site_name,,1,United States,North America,,Prospect,,False,False,2020-10-31,2023-04-29,0
"GENERAL CABLE AUTOMOTRIZ, S.A. DE C.V.",1,,site_name,Gcable,1,Mexico,Latin America,,Bill-To,,False,False,2020-11-01,2023-07-17,0
GENERAL ELECTRONICS,1,,site_name,,1,Thailand,Asia-Pacific,Industrial,Customer,,False,False,2020-10-31,2025-10-03,0
GENERAL PHYSICS CORPORATION MEXICO,1,,site_name,,1,Mexico,Latin America,,Prospect,,False,False,2022-06-24,2023-06-03,0
GENZYME SAS FRANCE,1,,site_name,Sanofi,1,France,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GESTAMP MEXICANA DE SERVICIOS LABORALES II SA DE CV,1,,site_name,,1,Mexico,Latin America,,Bill-To,,False,False,2020-11-01,2023-07-17,0
GESTAMP MEXICANA DE SERVICIOS LABORALES SA DE CV,1,,site_name,,1,Mexico,Latin America,,Bill-To,,False,False,2020-11-01,2023-07-17,0
GETRAG (Jiangxi)Transmission,1,,site_name,Magnac,1,China,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
GEYER AG,1,,site_name,,1,Germany,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GF Fresh Chilled Foods,1,,site_name,,1,Australia,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
GENERAL BRANDS MANUFACTURAS MEXICO S DE RL DE CV,1,,site_name,Sugarf,1,Mexico,Latin America,,Bill-To,,False,False,2020-11-01,2023-07-17,0
GE Aviation,1,,site_name,,1,United States,North America,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GE Capital It Solutions,1,,site_name,,1,Australia,Asia-Pacific,,Partner,,False,False,2020-10-31,2024-11-22,0
GE Diasonics,1,,site_name,Genera,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
"GE Dresser, Inc",1,,site_name,Genera,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GE Energy,1,,site_name,Genera,1,United States,North America,,Bill-To,,False,False,2020-11-01,2023-04-28,0
GE Energy Power Conversion Ltd,1,,site_name,Genera,1,Hungary,EMEA,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GE Enterprise Development,1,,site_name,,1,China,Asia-Pacific,,Prospect,,False,False,2020-10-31,2023-04-29,0
GE Global Operations,1,,site_name,Genera,1,United States,North America,,Customer,,False,False,2021-04-24,2023-04-29,0
GE Healthcare,1,,site_name,Genera,1,United States,North America,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GE SUPERABRASIVES IRELAND,1,,site_name,,1,Ireland,EMEA,Industrial,Customer,,False,False,2020-10-31,2024-11-01,0
GE Healthcare Korea,1,,site_name,Genera,1,South Korea,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GE Lighting,1,,site_name,Genera,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GE Lighting (Thailand) Ltd.,1,,site_name,Genera,1,Thailand,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
GE Lighting - HK,1,,site_name,Genera,1,Hong Kong,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
GE Lighting Philippines,1,,site_name,,1,Philippines,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-28,0
GE Lighting Solutions LLC,1,,site_name,Genera,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GE Lighting Systems,1,,site_name,Genera,1,Spain,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GE Medical Systems (India),1,,site_name,Genera,1,India,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GE Medical Systems Aust.P/L,1,,site_name,Genera,1,Australia,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GE Healthcare Europe,1,,site_name,Genera,1,Spain,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GKN Driveline (Thailand) Ltd.,1,,site_name,Gkncom,1,Thailand,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GKN Driveline Alamance,1,,site_name,Gkncom,1,United States,North America,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GKN Driveline Bowling Green,1,,site_name,Gkncom,1,United States,North America,,Prospect,,False,False,2020-10-31,2023-06-07,0
GKN Driveline India Ltd. Pune,1,,site_name,Gkncom,1,India,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GKN Driveline JTEKT,1,,site_name,Gkncom,1,Thailand,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-28,0
GKN Driveline Kiel GmbH,1,,global_hq_rollup,Gkncom,1,Germany,EMEA,Industrial,Customer,,True,False,2023-03-10,2024-11-01,0
GKN Driveline Korea Ltd,1,,site_name,Gkncom,1,South Korea,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
"GKN Driveline Zumaia,S.A.",1,,site_name,Gkncom,1,Spain,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GKN France,1,,site_name,Gkncom,1,France,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GFI INFORMATIQUE,1,,site_name,,1,France,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GKN Toyoda (Thailand) Ltd,1,,site_name,Gkncom,1,Thailand,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
GKN do Brasil Ltda.,1,,site_name,Gkncom,1,Brazil,Latin America,,Prospect,,False,False,2020-10-31,2023-06-06,0
GL Bowron (Aust),1,,site_name,,1,Australia,Asia-Pacific,Industrial,Customer,,False,False,2020-10-31,2025-10-03,0
GLANBIA INGREDIENTS VIRGINIA,1,,site_name,,1,Ireland,EMEA,Food & Beverage,Customer,,False,False,2020-10-31,2024-11-01,0
GLEN DIMPLEX COOKING LIMITED,1,,site_name,,1,United Kingdom,EMEA,Consumer Products,Customer,,False,False,2020-10-31,2024-11-01,0
GM (China) Investment C/L,1,,site_name,Gmotor,1,China,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
GM GFSS,1,,site_name,,1,United States,North America,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GM Vehicle Engineering,1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GMD S.A.,1,,site_name,,1,Peru,Latin America,,Customer,,False,False,2020-10-31,2023-04-29,0
GKN Menomonee Falls,1,,site_name,Gkncom,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
GG Europe,1,,site_name,,1,United Kingdom,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GHISLANDI DANIELA,1,,site_name,,1,Italy,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GHSP SHANGHAI,1,,site_name,Jsjint,1,China,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GHSP Shanghai South Auto. Co Ltd.,1,,site_name,Jsjint,1,China,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
GIB Development SE,1,,site_name,,1,United States,North America,,Customer,,False,False,2021-04-24,2023-04-29,0
GIC,1,,site_name,,1,Belgium,EMEA,Industrial,Customer,,False,False,2020-10-31,2024-11-01,0
GIG,1,,site_name,,1,Algeria,EMEA,Electronics,Former Customer,,False,False,2020-10-31,2025-10-03,0
GILL MANAGEMENT QUERETARO S. DE R.L. DE C.V.,1,,site_name,Gillin,1,Mexico,Latin America,,Customer,,False,False,2021-02-10,2023-07-17,0
GILLETTE Deutschland,1,,site_name,Procte,1,Germany,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
GKN Driveline (Malaysia),1,,site_name,Gkncom,1,Malaysia,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-07-17,0
GIM Grupo Industrial,1,,site_name,,1,Mexico,Latin America,,Customer,,False,False,2020-10-31,2023-04-29,0
"GIM INFRAESTRUCTURA, S.A. DE C.V.",1,,global_hq_rollup,,1,Mexico,Latin America,Automotive,Customer,,True,False,2020-10-31,2025-10-03,0
GINI Glaces Sarl,1,,site_name,,1,Algeria,EMEA,Food & Beverage,Former Customer,,False,False,2020-10-31,2025-10-03,0
GISEDERLAN S.A. DE C.V.,1,,site_name,,1,Mexico,Latin America,,Customer,,False,False,2020-10-31,2023-04-29,0
GITI Radial Tire (ANHUI) Company Ltd,1,,site_name,,1,China,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-07-17,0
GITI Tire (China) Investment Company Ltd.,1,,site_name,,1,China,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-07-17,0
GIUK,1,,site_name,,1,United Kingdom,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
"GKN Automotive (United Kingdom,)",1,,site_name,Gkncom,1,United Kingdom,EMEA,Automotive,Customer,,False,False,2023-09-25,2024-11-01,0
GKN DRIVELINE VILLAGRAN S.A. DE C.V.,1,,site_name,Gkncom,1,United States,North America,,Bill-To,,False,False,2020-11-01,2023-07-17,0
GILLETTE Gruppe Deutschland,1,,site_name,,1,Germany,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Godrej Tea Private Limited,1,,site_name,,1,India,Asia-Pacific,Food & Beverage,Customer,,False,False,2020-10-31,2025-10-03,0
Goedhart Holding B.V.,1,,global_hq_rollup,Bakker,1,Netherlands,EMEA,Food & Beverage,Customer,,False,False,2020-10-31,2024-11-01,0
Gold Mohur Foods & Feeds Ltd,1,,site_name,,1,India,Asia-Pacific,Food & Beverage,Customer,,False,False,2020-10-31,2025-10-03,0
Goldbeck GmbH,1,,global_hq_rollup,,1,Germany,EMEA,Industrial,Customer,,True,False,2023-09-20,2024-11-01,0
Golden Boy Foods Ltd.,1,,site_name,Postho,1,Canada,North America,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Golden Egg Farms,1,,site_name,,1,Australia,Asia-Pacific,Food & Beverage,Customer,,False,False,2020-10-31,2025-10-03,0
Golden RAM,1,,site_name,,1,United States,North America,Consumer Products,Former Customer,,False,False,2021-12-30,2025-10-03,0
Goldman Sachs (Singapore) Pte,1,,site_name,,1,Singapore,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
Gemplus (Tianjin) New Techno,1,,site_name,,1,China,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Good Humor-Breyers Ice Cream,1,,site_name,Unilev,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Good Humor/Breyers,1,,site_name,Unilev,1,Canada,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Goodman Fielder Ltd,1,,global_hq_rollup,Goodma,1,Australia,Asia-Pacific,Food & Beverage,Customer,,False,False,2020-10-31,2025-10-03,0
Goodman Property Services,1,,site_name,,1,Australia,Asia-Pacific,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Goodman Property Services (Aust) Pty Ltd,1,,site_name,,1,Australia,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-07-17,0
Goodrich Corporation,1,,site_name,,1,United States,North America,,Customer,,False,False,2021-04-24,2023-04-29,0
Goodyear Dalian Tire Company Ltd,1,,site_name,,1,China,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
Goodyear South Asia Tyres,1,,site_name,,1,India,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
Google,1,,global_hq_rollup,,1,United States,North America,Electronics,Customer,,True,False,2020-10-31,2025-10-03,0
Good Companies,1,,site_name,,1,United States,North America,,Prospect,,False,False,2020-10-31,2023-04-29,0
Global Accessories Inc.,1,,site_name,,1,United States,North America,Automotive,Customer,,False,False,2020-10-31,2025-10-03,0
Global Anti Corrosion Technique Co (Globetech),1,,global_hq_rollup,,1,Saudi Arabia,EMEA,Industrial,Customer,,True,False,2020-10-31,2025-10-03,0
"Global Automotive Systems, LLC",1,,site_name,Duraau,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Global Brands Group Holding Ltd,1,,global_hq_rollup,,1,United States,North America,Consumer Products,Former Customer,C,False,False,2020-10-31,2025-10-03,0
Global Brands Group Holdings Limited,1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
"Global Cooling, Inc.",1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Global Industrial,1,,site_name,Rhiagc,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Global Industrial Tech,1,,site_name,Rhiagc,1,Mexico,Latin America,,Prospect,,False,False,2020-10-31,2023-04-29,0
Global Knowledge Network,1,,site_name,,1,United States,North America,,Partner,,False,False,2020-10-31,2024-11-22,0
Godrej Industries Ltd.,1,,site_name,,1,India,Asia-Pacific,Food & Beverage,Customer,,False,False,2020-10-31,2025-10-03,0
Global PCS Inc.,1,,site_name,,1,Taiwan,Asia-Pacific,Electronics,Customer,,False,False,2020-10-31,2025-10-03,0
Global Renewables Lancashire,1,,site_name,,1,United Kingdom,EMEA,,Bill-To,,False,False,2020-11-01,2023-04-29,0
"Global Services Doma, S. A. DE C. V",1,,site_name,,1,Mexico,Latin America,Other,Partner,,False,False,2023-09-14,2025-10-03,0
Global Software,1,,site_name,,1,United States,North America,,Partner,,False,False,2020-10-31,2024-11-22,0
Global Tel*Link,1,,site_name,Gtelli,1,United States,North America,,Customer,,False,False,2020-11-14,2023-04-29,0
Global Trade Partner Ltd,1,,site_name,,1,United Kingdom,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Globe Expo Polska Spolka zoo,1,,site_name,,1,Poland,EMEA,,Customer,,False,False,2020-10-31,2023-04-29,0
Globo Comunic e Partic SA,1,,global_hq_rollup,,1,Brazil,Latin America,Electronics,Customer,,True,False,2020-10-31,2025-10-03,0
Godigital,1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Global Management Solution,1,,site_name,,1,South Korea,Asia-Pacific,,Customer,,False,False,2020-10-31,2023-04-29,0
"Great Lakes Assemblies, LLC",1,,site_name,,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Grede,1,,site_name,Gredeh,1,United States,North America,,Customer,,False,False,2020-10-31,2023-04-29,0
Grede LLC - New Castle,1,,site_name,Gredeh,1,United States,North America,,Bill-To,,False,False,2020-11-01,2023-04-29,0
Green Bay Packaging HQ,1,,global_hq_rollup,Greenb,1,United States,North America,Industrial,Bill-To,,False,False,2020-11-01,2024-11-01,0
